Job Title,Company,Industry,City,Experience,Employment Type,Work Mode,Company Email,Description,Posted Date
Software Engineer,Wipro,IT Services,Gurgaon,Fresher,Internship,On-site,careers@wipro.com,"Collaborate with cross-functional teams to implement new features. Design, develop, and maintain scalable software applications. Participate in code reviews and improve development standards. Debug, test, and optimize code for high performance.",2025-12-28
UI/UX Designer,Wipro,IT Services,Jaipur,3-5 Years,Full Time,On-site,careers@wipro.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-12-30
UI/UX Designer,Wipro,IT Services,Chennai,3-5 Years,Full Time,On-site,careers@wipro.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Coordinate with team members and report progress to management.,2026-01-01
UI/UX Designer,Wipro,IT Services,Noida,1-3 Years,Full Time,On-site,careers@wipro.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2026-01-03
Graphic Designer,Wipro,IT Services,Hyderabad,5+ Years,Full Time,On-site,careers@wipro.com,Support various tasks across teams as required. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2026-01-06
UI/UX Designer,Wipro,IT Services,Lucknow,Fresher,Full Time,On-site,careers@wipro.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2026-01-07
UI/UX Designer,Wipro,IT Services,Ahmedabad,5+ Years,Full Time,On-site,careers@wipro.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required.,2026-01-13
UI/UX Designer,Wipro,IT Services,Ahmedabad,5+ Years,Full Time,On-site,careers@wipro.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion.,2026-01-13
Digital Marketing Executive,Wipro,IT Services,Pune,3-5 Years,Full Time,On-site,careers@wipro.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-16
Warehouse Manager,Zomato,Retail,Ahmedabad,5+ Years,Full Time,On-site,careers@zomato.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards.,2025-11-21
Sales Manager,Zomato,Retail,Gurgaon,3-5 Years,Full Time,On-site,careers@zomato.com,Develop sales strategies and manage client relationships. Negotiate contracts and maintain customer satisfaction. Prepare sales reports and presentations for management. Analyze market trends and customer needs.,2025-11-26
Customer Support Executive,Zomato,Retail,Jaipur,Fresher,Full Time,On-site,careers@zomato.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-11-27
Customer Support Executive,Zomato,Retail,Gurgaon,5+ Years,Full Time,On-site,careers@zomato.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-12-01
Sales Manager,Zomato,Retail,Patna,0-1 Years,Full Time,On-site,careers@zomato.com,Prepare sales reports and presentations for management. Analyze market trends and customer needs. Negotiate contracts and maintain customer satisfaction. Achieve monthly targets and lead the sales team.,2025-12-09
Sales Manager,Zomato,Retail,Noida,Fresher,Full Time,On-site,careers@zomato.com,Develop sales strategies and manage client relationships. Achieve monthly targets and lead the sales team. Prepare sales reports and presentations for management. Analyze market trends and customer needs.,2025-12-16
Sales Manager,Zomato,Retail,Hyderabad,3-5 Years,Full Time,On-site,careers@zomato.com,Develop sales strategies and manage client relationships. Prepare sales reports and presentations for management. Analyze market trends and customer needs. Achieve monthly targets and lead the sales team.,2025-12-21
Sales Manager,Zomato,Retail,Hyderabad,5+ Years,Full Time,On-site,careers@zomato.com,Negotiate contracts and maintain customer satisfaction. Analyze market trends and customer needs. Prepare sales reports and presentations for management. Develop sales strategies and manage client relationships.,2025-12-23
Warehouse Manager,Zomato,Retail,Nagpur,1-3 Years,Full Time,On-site,careers@zomato.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-12-27
Warehouse Manager,Zomato,Retail,Patna,5+ Years,Full Time,On-site,careers@zomato.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2025-12-30
Operations Executive,Zomato,Retail,Lucknow,Fresher,Full Time,On-site,careers@zomato.com,Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required.,2026-01-03
Warehouse Manager,Zomato,Retail,Indore,Fresher,Full Time,On-site,careers@zomato.com,Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2026-01-12
Customer Support Executive,Zomato,Retail,Bhopal,5+ Years,Full Time,On-site,careers@zomato.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2026-01-14
Customer Support Executive,Zomato,Retail,Delhi,3-5 Years,Full Time,On-site,careers@zomato.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2026-01-15
Customer Support Executive,Zomato,Retail,Gurgaon,0-1 Years,Full Time,On-site,careers@zomato.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards.,2026-01-16
Sales Manager,Zomato,Retail,Ahmedabad,3-5 Years,Full Time,On-site,careers@zomato.com,Prepare sales reports and presentations for management. Develop sales strategies and manage client relationships. Analyze market trends and customer needs. Negotiate contracts and maintain customer satisfaction.,2026-01-17
Warehouse Manager,Zomato,Retail,Mumbai,3-5 Years,Full Time,On-site,careers@zomato.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2026-01-17
Warehouse Manager,Zomato,Retail,Mumbai,Fresher,Full Time,On-site,careers@zomato.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2026-01-18
